,n_stars,n_planets,orbital_period_days,planet_radius_earth,planet_mass_earth,equilibrium_temp_k,orbital_eccentricity,semi_major_axis_au,star_temp_k,star_radius_sun,star_mass_sun,star_age_gyr,star_surface_gravity,star_metallicity,dist_from_earth_pc,star_vmag,ra,dec,planet_type,habitable_zone_flag,multi_planet_system,dist_category,star_type,orbital_period_cat
5049,1,4,12.33,2.514,9.99,915.0,0.014,0.10612,6028.0,1.099,1.06,3.02,4.33,-0.0708,1156.81,15.04,290.4132621,38.3437283,Mini-Neptune,False,True,Far(500-2kpc),F-type,Medium(10-100d)
5050,1,1,3.9306737,1.792,3.87,568.1,,0.03646,3568.0,0.397,0.418,7.2,4.862,0.169,47.2496,13.971,257.9549645,54.5278483,Mini-Neptune,False,False,Nearby(<100pc),M-type(Red Dwarf),Short(1-10d)
5051,1,2,21.064302,2.451,7.27,544.0,,0.1257,4687.0,0.729,0.727,6.3,4.57,-0.1,81.6541,11.483,43.884794,-34.9779745,Mini-Neptune,False,True,Nearby(<100pc),K-type,Medium(10-100d)
5052,3,1,2.30458952,15.9727975,435.42491759,1984.0,0.047,0.03559,6450.0,1.448,1.131,4.3,4.171,-0.366,645.294,12.56,304.2834581,42.9065338,Super-Jupiter,False,False,Far(500-2kpc),F-type,Short(1-10d)
5053,1,4,8.14,2.348,11.14,1050.0,0.023,0.08045,6028.0,1.099,1.06,3.02,4.33,-0.0708,1156.81,15.04,290.4132621,38.3437283,Mini-Neptune,False,True,Far(500-2kpc),F-type,Short(1-10d)
5054,1,2,26.04945,4.55,28.9,605.6,,0.1651,5445.0,0.879,0.885,7.9,4.498,0.104,72.4731,9.838,46.0610334,43.5576668,Neptune-like,False,True,Nearby(<100pc),G-type(Sun-like),Medium(10-100d)
5055,1,1,,14.0,127.1313628,,,2.15,,,0.48,,,,6530.0,,270.3002083,-27.8358306,Gas Giant,False,False,Distant(2k+pc),Unknown,Unknown
5056,2,1,,12.4,3686.8095212,,,1950.0,2859.0,0.315959,0.046,0.022,4.90849,,66.0613,18.3,42.4851627,-5.9599921,Gas Giant,False,False,Nearby(<100pc),M-type(Red Dwarf),Unknown
5057,1,1,,13.8,301.93698665,,,3.58,,,0.73,,,,3580.0,,264.0579167,-25.5248806,Gas Giant,False,False,Distant(2k+pc),Unknown,Unknown
5058,1,1,9.6952,1.26549392,2.14,738.4,0.23,0.0824,5026.0,0.765,0.793,6.9,4.57,-0.021,166.147,12.391,12.7736909,-1.1958844,Super-Earth,False,False,Mid(100-500pc),K-type,Short(1-10d)
5059,1,1,21.269084,2.36507598,9.7,694.09,0.3,0.154,5815.0,1.131,1.0861,3.9,4.365,0.193,72.8871,8.863,257.3288678,71.8766724,Mini-Neptune,False,False,Nearby(<100pc),G-type(Sun-like),Medium(10-100d)
5060,1,1,,14.1,187.83658854,,,1.4,,,1.145,,,,1270.0,,151.769,-66.1808889,Gas Giant,False,False,Far(500-2kpc),Unknown,Unknown
5061,1,2,9.2292005,2.69,9.13,666.0,0.06,0.078,4580.0,0.709,0.744,3.8,4.8,0.12,22.6202,8.933,271.9355015,39.0729269,Mini-Neptune,False,True,Nearby(<100pc),K-type,Short(1-10d)
5062,1,1,5.7998164,2.122,6.8,384.0,0.32,0.0377,3131.0,0.245,0.211,,4.985,0.39,32.1755,15.648,23.507315,65.5139877,Mini-Neptune,True,False,Nearby(<100pc),M-type(Red Dwarf),Short(1-10d)
5063,1,1,4.19097,1.67462172,3.45,1122.0,0.37,0.04878,5500.0,0.872,0.881,6.1,4.503,-0.064,256.887,12.577,20.7789809,0.8890076,Super-Earth,False,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
5064,1,1,15.8723,3.60929179,12.7,923.0,0.23,0.1409,5520.0,1.7,1.482,0.0121,4.148,0.486,357.778,11.836,186.5410958,-9.6248232,Neptune-like,False,False,Mid(100-500pc),G-type(Sun-like),Medium(10-100d)
5065,1,2,7.501428,2.64,12.5,1360.0,0.164,0.0763,6047.0,1.662,1.107,6.0,4.1,-0.07,79.407,8.020001,56.337007,60.350917,Mini-Neptune,False,True,Nearby(<100pc),F-type,Short(1-10d)
5066,2,1,4.153658,16.8135,133.4886,1340.0,0.0,0.0519,6000.0,1.12,1.08,3.96,4.37,-0.01,303.941,12.124,96.7446427,-46.8213635,Super-Jupiter,False,False,Mid(100-500pc),F-type,Short(1-10d)
5067,1,2,7.63,9.38,64.2,,0.05,,5800.0,1.27,1.12,6.4,4.28,0.2068,216.526,10.994,63.374706,-69.2265926,Gas Giant,False,True,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
5068,1,1,10.695264,3.03,13.8,805.0,0.032,0.08911,5298.0,0.858,0.825,10.1,4.37,-0.217,90.7402,10.466,91.7996988,-61.9972098,Mini-Neptune,False,False,Nearby(<100pc),G-type(Sun-like),Medium(10-100d)
5069,1,1,7.532806,11.747032,66.10864,1257.0,0.0,0.0757,5690.0,1.589,1.021,9.4,4.045,-0.03,446.442,12.382,176.2499418,-35.640563,Gas Giant,False,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
5070,1,1,28.6781,4.03523305,15.3,786.0,0.24,0.1867,5700.0,1.533,1.056,8.6,4.092,0.049,738.553,13.453,167.0937488,-1.065855,Neptune-like,False,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
5071,1,1,3.27109,1.53899305,2.98,1187.0,0.22,0.04095,5288.0,0.889,0.856,9.6,4.473,-0.05,211.265,12.337,183.6456643,-9.5626286,Super-Earth,False,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
5072,3,1,16510.0,12.7,2005.49724817,275.0,0.4,28.4,4760.0,0.679,0.76,3.5,5.25,0.22,3.63857,4.69,330.8714021,-56.7969023,Gas Giant,True,False,Nearby(<100pc),K-type,Very-Long(365d+)
5073,1,1,4.6612061,12.25141591,235.19302118,1426.0,0.18,0.059,6033.0,1.417,1.26,3.1,4.235,0.249,434.92,11.814,356.3751852,-16.114124,Gas Giant,False,False,Mid(100-500pc),F-type,Short(1-10d)
5074,1,1,4.162734,18.04645893,355.96781584,1410.0,0.0,0.064,5710.0,1.7,0.96,9.97,4.43,0.0,497.376,13.519,80.4212533,-38.656827,Super-Jupiter,False,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
5075,2,1,1.38665318,13.4508,1172.7927,1880.0,0.0,0.0248,5800.0,1.11,1.05,6.78,4.37,0.16,232.98,11.15,354.1686959,-34.6113042,Gas Giant,False,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
5076,1,2,8.457463,1.367,25.3,272.0,,0.03984,2850.0,0.1556,0.118,7.2,5.126,-0.028,32.4298,18.0,64.1309096,-28.3157909,Super-Earth,True,True,Nearby(<100pc),M-type(Red Dwarf),Short(1-10d)
5077,1,4,25.502672,2.918,7.39,743.6,0.032,0.1632,5737.0,1.179,0.886,12.5,4.34,-0.39,64.9943,8.59,168.2267358,-34.4069371,Mini-Neptune,False,True,Nearby(<100pc),G-type(Sun-like),Medium(10-100d)
5078,1,1,8.3249113,9.16894621,120.45696625,995.3,0.0,0.0888,5995.0,1.052,1.142,0.035,4.453,0.01,142.488,10.635,157.0372806,-64.5052107,Gas Giant,False,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
5079,1,4,4.159151,12.86,374.0,1275.0,0.0006,0.052,5565.0,1.156,1.058,6.5,4.3437,0.43,264.78,11.936,331.203092,-12.019067,Gas Giant,False,True,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
5080,1,1,,4.08,15.6,,,5.75,,,0.5,,,,7530.0,,268.668625,-31.0319167,Neptune-like,False,False,Distant(2k+pc),Unknown,Unknown
5081,1,1,655.57,12.8,1639.99458012,,0.5439,1.34,4714.0,0.74,0.741,4.3,4.26,-0.03,34.4603,9.62,7.1413494,-16.2273254,Gas Giant,False,False,Nearby(<100pc),K-type,Very-Long(365d+)
5082,1,1,63.48347,9.75181321,68.6,615.0,0.57,0.337,6341.0,1.36,1.287,1.41,4.285,0.12,224.385,10.33,279.8317644,69.5228726,Gas Giant,False,False,Mid(100-500pc),F-type,Medium(10-100d)
5083,1,1,69.048,11.5004142,4049.13390518,517.2,0.018,0.33,5757.0,1.15,1.01,7.71,4.32,0.14,253.385,11.501,38.4706782,-10.6573827,Gas Giant,False,False,Mid(100-500pc),G-type(Sun-like),Medium(10-100d)
5084,2,1,1.96229325,18.11371281,309.88269682,1893.0,0.0,0.03185,6280.0,1.245,1.118,3.7,4.298,-0.105,494.818,12.537,93.1147397,-23.4924956,Super-Jupiter,False,False,Mid(100-500pc),F-type,Short(1-10d)
5085,1,1,9.0073,2.30905002,5.94,635.8,0.25,0.0752,4413.0,0.671,0.699,6.8,4.629,0.08,264.213,14.414,342.6918241,-14.0700007,Mini-Neptune,False,False,Mid(100-500pc),K-type,Short(1-10d)
5086,1,1,2.828042,16.14,291.438,1442.0,0.07,0.04016,5675.0,1.116,1.078,6.3,4.375,0.16,1126.37,15.588,100.7656871,-1.2964437,Super-Jupiter,False,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
5087,2,1,3.7684952,12.21781,88.35674,1119.0,0.0,0.0452,5298.0,0.868,0.87,9.75,4.49546,0.27,288.326,13.04,87.679561,-27.6233218,Gas Giant,False,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
5088,1,1,2.1097019,3.42,22.4,1395.0,0.059,0.026,5397.0,0.9,0.97,6.34,4.48,0.16,163.678,11.197,338.3996623,-43.436872,Mini-Neptune,False,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
5089,1,4,37.42396,1.073,1.25,268.8,0.042,0.1633,3459.0,0.421,0.415,1.5,4.809,-0.07,31.1265,13.151,97.0957165,-65.5786149,Super-Earth,True,True,Nearby(<100pc),M-type(Red Dwarf),Medium(10-100d)
5090,1,1,10.62656,11.99363,301.9385,1397.0,0.125,0.092,6261.0,1.39,1.28,2.2,4.26,0.24,340.543,11.43,86.738228,-11.2353401,Gas Giant,False,False,Mid(100-500pc),F-type,Medium(10-100d)
5091,1,2,8.6811,4.95,21.7,697.0,0.12,0.079,5065.0,0.7934,0.8772,1.1,4.582,0.182,137.572,11.758,199.1962036,49.8610591,Neptune-like,False,True,Mid(100-500pc),K-type,Short(1-10d)
5092,1,1,8.0277283,9.34085,51.42,1074.28,0.0,0.082337403,5962.7,1.15,1.156039,0.562,4.38,0.0,114.048,9.54,193.3963704,85.1294952,Gas Giant,False,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
5093,2,1,8.2148282,12.50922246,329.58805806,1364.0,0.045,0.0896,6270.0,1.82,1.42,2.51,4.069,0.123,351.487,11.16,279.1701117,23.2586193,Gas Giant,False,False,Mid(100-500pc),F-type,Short(1-10d)
5094,1,1,2.702969,4.26,16.8,705.0,0.08,0.033,3530.0,0.567,0.548,,4.71597,0.21,92.4366,14.68,49.746545,-46.458025,Neptune-like,False,False,Nearby(<100pc),M-type(Red Dwarf),Short(1-10d)
5095,1,1,6.2996431,9.6397234,54.03082919,929.0,0.13,0.0654,5271.0,0.873,0.939,3.8,4.529,0.353,225.744,12.401,110.2473528,-21.1146384,Gas Giant,False,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
5096,1,1,1.60200105,18.6405349,444.9597698,1978.0,0.11,0.02871,6240.0,1.241,1.229,1.7,4.34,0.284,413.673,12.265,110.0076569,-10.5698414,Super-Jupiter,False,False,Mid(100-500pc),F-type,Short(1-10d)
5097,1,1,3.110413,13.45077684,276.8285425,1468.0,0.0,0.043,5660.0,1.24,1.09,1.7,4.3,0.0,399.63,12.365,347.979723,33.0476125,Gas Giant,False,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
5098,1,1,3.814334,1.088,1.58,617.0,0.0,0.0404,3643.0,0.501,0.502,,4.77,-0.12,29.8424,12.167,91.0899861,-55.3115376,Super-Earth,False,False,Nearby(<100pc),M-type(Red Dwarf),Short(1-10d)
5099,1,2,6717.0,12.6,2698.36317543,,0.08,7.39,6122.0,1.55,1.295,3.2,4.34,0.29,78.0505,8.03,133.4611999,33.0566885,Gas Giant,False,True,Nearby(<100pc),F-type,Very-Long(365d+)
5100,1,2,0.919783,0.6,0.156,,,,5169.47,0.928,0.821,13.2,4.52,-0.02,771.494,15.091,296.7529742,45.0411049,Sub-Earth,False,True,Far(500-2kpc),K-type,Ultra-Short(<1d)
5101,1,1,1.527561,2.378,8.71,794.0,0.0,0.01944,3521.0,0.43,0.419,,4.793,0.12,57.7553,14.54,164.7245509,-5.5475446,Mini-Neptune,False,False,Nearby(<100pc),M-type(Red Dwarf),Short(1-10d)
5102,1,1,3.945152,2.58606487,10.0,1124.85,0.0,0.048,5597.0,0.9882,0.9245,7.9,4.412,0.001,142.867,10.606,158.9007013,-5.1813735,Mini-Neptune,False,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
5103,1,2,4.987641028,2.368,6.2,697.84,,0.05024,4336.0,0.669,0.68,,4.62012,,95.2649,12.329,213.0787718,74.4117909,Mini-Neptune,False,True,Nearby(<100pc),K-type,Short(1-10d)
5104,2,1,0.94667944,13.97759893,638.83509807,2097.0,0.0,0.01932,5814.0,1.08,1.072,3.6,4.401,0.196,415.135,13.18,116.3707214,-52.3832587,Gas Giant,False,False,Mid(100-500pc),G-type(Sun-like),Ultra-Short(<1d)
5105,1,2,0.680741,0.51,0.087,,,,5565.53,0.957,0.977,4.07,4.51,0.14,1283.05,14.983,281.2957984,44.4654063,Sub-Earth,False,True,Far(500-2kpc),G-type(Sun-like),Ultra-Short(<1d)
5106,1,1,31.1515,3.03,9.43,,0.067,0.1916,5610.0,1.237,0.967,9.52,4.25,0.2,14.9202,5.37988,150.250054,31.9218216,Mini-Neptune,False,False,Nearby(<100pc),G-type(Sun-like),Medium(10-100d)
5107,1,1,,14.2,163.04597279,,,4.81,,,0.368,,,,6570.0,,268.033125,-22.6890806,Gas Giant,False,False,Distant(2k+pc),Unknown,Unknown
5108,2,1,23.443162,3.48935569,16.14568308,550.0,0.0,0.1481,4780.0,0.844,0.789,8.4,4.483,0.082,82.857,10.9,50.5104166,17.2392094,Mini-Neptune,False,False,Nearby(<100pc),K-type,Medium(10-100d)
5109,1,2,4.77271,3.52,11.8,1242.0,0.14,0.057,6000.0,1.051,1.146,0.65,4.44,0.09,130.855,10.059,161.8795569,36.3294345,Neptune-like,False,True,Mid(100-500pc),F-type,Short(1-10d)
5110,2,3,2.61586178,11.130537,179.89178,1328.0,0.028,0.0368,5340.0,0.99,0.971,7.8,4.433,0.43,154.273,11.246,117.0267691,50.2251472,Gas Giant,False,True,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
5111,1,2,7.8457,14.5717,165.2716,1313.0,0.22,0.07939,6102.0,1.73,1.42,6.1,4.07,-0.28,240.726,10.371,195.9818362,30.640145,Super-Jupiter,False,True,Mid(100-500pc),F-type,Short(1-10d)
5112,1,1,3.243259796,14.41,,1243.0,0.0,0.04401,5958.0,1.09,1.07,3.72,4.39,0.04,1140.95,15.069,294.9963415,50.4700458,Super-Jupiter,False,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
5113,1,1,3.89713,14.46,352.78,2000.0,0.047,0.0518,6090.0,1.65,1.21,5.0,4.07,-0.02,790.663,14.135,97.0335983,-0.1707293,Super-Jupiter,False,False,Far(500-2kpc),F-type,Short(1-10d)
5114,1,3,28.081912,3.69,13.2,522.0,0.0,0.18,5433.0,0.869,0.933,1.17,4.551,0.33,758.854,15.407,287.9060885,46.9377479,Neptune-like,False,True,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
5115,1,1,29.090312,11.09689089,212.94503269,378.0,0.044,0.1525,3926.0,0.607,0.632,7.1,4.672,0.28,128.438,14.88,299.4268472,40.1433462,Gas Giant,True,False,Mid(100-500pc),K-type,Medium(10-100d)
5116,1,2,6.9594731,9.9872018,71.4,1175.0,0.064,0.0748,5675.0,1.38,1.22,0.017,4.0,0.0,127.28,9.79,207.526001,-40.8358961,Gas Giant,False,True,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
5117,1,1,5.07803,2.72,7.85,471.0,0.0,0.0392,3403.0,0.334,0.312,2.0,4.88,,62.118,15.526,332.9482355,-58.946085,Mini-Neptune,False,False,Nearby(<100pc),M-type(Red Dwarf),Short(1-10d)
5118,1,2,1.829024227,1.839,4.04,974.95,,0.025739,4336.0,0.669,0.68,,4.62012,,95.2649,12.329,213.0787718,74.4117909,Mini-Neptune,False,True,Nearby(<100pc),K-type,Short(1-10d)
5119,1,1,17.305904,11.99360935,2034.1018048,1221.39,0.597,0.16,7130.0,2.02,1.59,1.6,3.946,0.0,328.475,9.867,164.031654,-43.3766967,Gas Giant,False,False,Mid(100-500pc),F-type,Medium(10-100d)
5120,1,1,3.5315902,14.36991326,502.16888306,1688.0,0.0,0.05009,6248.0,1.573,1.343,2.52,4.172,0.119,355.59,11.6,20.1660113,-86.979965,Super-Jupiter,False,False,Mid(100-500pc),F-type,Short(1-10d)
5121,1,1,1.8237146,12.32987877,368.68095212,1186.0,0.0,0.0261,4738.0,0.7,0.71,,4.56,0.08,163.996,12.796,150.0626247,-47.4452436,Gas Giant,False,False,Mid(100-500pc),K-type,Short(1-10d)
5122,1,1,,13.6,120.77479466,,,2.5,,,0.55,,,,5910.0,,270.19075,-29.1754389,Gas Giant,False,False,Distant(2k+pc),Unknown,Unknown
5123,1,1,,13.2,823.17557413,,,1.88,,,0.41,,,,6480.0,,269.9032083,-30.8653611,Gas Giant,False,False,Distant(2k+pc),Unknown,Unknown
5124,1,1,4.45724,17.03768,152.5584,1770.0,0.0,0.0608,6080.0,1.94,1.03,2.7,3.93,0.22,464.469,11.34,335.5129199,45.4573423,Super-Jupiter,False,False,Mid(100-500pc),F-type,Short(1-10d)
5125,1,1,358.62,12.1,6633.07885409,,0.6423,,3447.0,0.345,0.339,8.2,4.83,-0.18,41.1813,14.61,302.0408173,41.9415455,Gas Giant,False,False,Nearby(<100pc),M-type(Red Dwarf),Long(100-365d)
5126,1,1,111.74,2.38,6.27,150.0,0.0,0.27,3296.0,0.245012,0.21,,4.9931,0.02,8.35147,12.48,355.7813464,36.5363314,Mini-Neptune,False,False,Nearby(<100pc),M-type(Red Dwarf),Long(100-365d)
5127,1,1,3.671463,10.5140239,75.96098927,1486.0,0.03,0.04988,5710.0,1.45,1.23,4.2,4.19,0.44,248.427,11.093,166.8806581,61.3525723,Gas Giant,False,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
5128,1,2,7596.0,12.4,3877.5065654,,0.19,10.14,4989.0,9.0,2.41,,2.86,0.14,133.233,6.5,151.5296524,-52.1878679,Gas Giant,False,True,Mid(100-500pc),K-type,Very-Long(365d+)
5129,1,2,824.61,13.3,676.97450691,,0.22,2.07,4867.0,10.71,1.74,,2.6,-0.02,61.7012,4.6,164.1797804,-37.1383035,Gas Giant,False,True,Nearby(<100pc),K-type,Very-Long(365d+)
5130,1,1,141.834025,11.81426566,408.7273314,400.2,0.212,0.5516,5929.0,1.079,1.112,1.9,4.417,0.168,109.19,9.849,292.1669417,53.4873694,Gas Giant,False,False,Mid(100-500pc),G-type(Sun-like),Long(100-365d)
5131,1,2,2492.19,12.5,2831.85110637,,0.05,4.33,4867.0,10.71,1.74,,2.6,-0.02,61.7012,4.6,164.1797804,-37.1383035,Gas Giant,False,True,Nearby(<100pc),K-type,Very-Long(365d+)
5132,1,2,3.685504,3.51,12.1,1250.0,0.04,0.04641,5638.0,0.909,0.992,0.061,4.42,-0.081,217.011,11.682,93.9592639,16.0238459,Neptune-like,False,True,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
5133,1,2,6.210291,5.63,27.0,1050.0,0.013,0.06572,5638.0,0.909,0.992,0.061,4.42,-0.081,217.011,11.682,93.9592639,16.0238459,Neptune-like,False,True,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
5134,1,3,9.531361,2.049,4.85,650.0,0.54,0.07928,4622.0,0.674,0.732,0.83,4.645,-0.02,58.6212,10.838,92.9361063,-65.8258386,Mini-Neptune,False,True,Nearby(<100pc),K-type,Short(1-10d)
5135,1,2,9.79692,4.02,15.23,912.0,0.11,0.0883,5679.0,0.98,0.958,6.0,4.435,0.01,232.1,11.746,183.7203635,1.9681688,Neptune-like,False,True,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
5136,1,2,0.87724,1.565,7.67,2038.0,0.0,0.0177,5679.0,0.98,0.958,6.0,4.435,0.01,232.1,11.746,183.7203635,1.9681688,Super-Earth,False,True,Mid(100-500pc),G-type(Sun-like),Ultra-Short(<1d)
5137,1,2,20.225528,1.874,18.1,496.8,0.0,0.1362,4664.0,0.662,0.703,3.9,4.57,-0.12,59.861,10.912,116.9731027,-71.0019671,Mini-Neptune,False,True,Nearby(<100pc),K-type,Medium(10-100d)
5138,1,1,,12.5,2809.60311788,,,15.91,,,0.36,,,,7800.0,,262.6113333,-30.1593111,Gas Giant,False,False,Distant(2k+pc),Unknown,Unknown
5139,1,3,3.1481,1.38,2.48,,0.012,0.02799,3500.0,0.302,0.295,4.3,4.97,-0.08,6.2981,10.57,229.8564725,-7.7226935,Super-Earth,False,True,Nearby(<100pc),M-type(Red Dwarf),Short(1-10d)
5140,1,4,98.3531,4.13,56.0,552.0,0.0,0.439,6689.45,1.43,1.164,0.22,4.12,-0.1141,1037.4,13.647,287.391295,42.194822,Neptune-like,False,True,Far(500-2kpc),F-type,Medium(10-100d)
5141,1,1,,13.9,279.68899816,,,5.67,,,0.67,,,,5570.0,,268.051125,-29.0279306,Gas Giant,False,False,Distant(2k+pc),Unknown,Unknown
5142,2,1,402.4,13.3,696.04421133,,0.195,1.24,4910.0,5.04,1.57,2.7,3.23,0.18,21.1999,3.73,325.3702792,-77.3910853,Gas Giant,False,False,Nearby(<100pc),K-type,Very-Long(365d+)
5143,1,1,1.9495378,1.242,2.33,595.0,,0.01848,3381.0,0.246,0.236,,4.87,-0.13,18.2276,13.304,44.3388743,76.5514045,Super-Earth,False,False,Nearby(<100pc),M-type(Red Dwarf),Short(1-10d)
5144,1,1,8.0240015,2.734,19.1,435.0,0.19,0.0578,3370.0,0.413,0.397,,4.804,0.34,52.5122,14.83,183.9203614,-18.9103377,Mini-Neptune,False,False,Nearby(<100pc),M-type(Red Dwarf),Short(1-10d)
5145,1,2,52.56363,3.42855926,7.0,470.31,0.0,0.269,5649.0,0.9593,0.942,5.6,4.445,-0.018,67.5478,9.2,30.9050061,21.2813274,Mini-Neptune,False,True,Nearby(<100pc),G-type(Sun-like),Medium(10-100d)
5146,1,2,8.5399,2.91,8.8,594.4,0.0,0.07006,4135.0,0.619,0.629,,5.07,-0.01,23.9718,10.1,19.1660378,25.3310358,Mini-Neptune,False,True,Nearby(<100pc),K-type,Short(1-10d)
5147,2,1,11.2201,1.48,2.78,,0.0,0.068,3433.0,0.351,0.33,6.2,4.87,-0.19,3.5214,8.94,280.6834312,59.638109,Super-Earth,False,False,Nearby(<100pc),M-type(Red Dwarf),Medium(10-100d)
5148,1,2,29.671,3.56,12.4,392.5,0.0,0.16071,4135.0,0.619,0.629,,5.07,-0.01,23.9718,10.1,19.1660378,25.3310358,Neptune-like,True,True,Nearby(<100pc),K-type,Medium(10-100d)
5149,1,1,5.4536,1.1,1.37,322.3,0.0,0.02971,2907.0,0.153162,0.118,,5.16515,,10.6267,15.75,291.07432,75.5558405,Super-Earth,True,False,Nearby(<100pc),M-type(Red Dwarf),Short(1-10d)
5150,1,2,2.27476,1.02,1.03,453.6,0.0,0.01723,2999.0,0.170718,0.132,,5.12283,,9.53114,14.64,90.6220931,49.861939,Super-Earth,False,True,Nearby(<100pc),M-type(Red Dwarf),Short(1-10d)
5151,2,1,15.61031,3.08,10.3,950.0,0.2,0.1223,5770.0,1.427,0.97,9.7,4.12,-0.24,80.7542,8.64,322.3777987,21.474527,Mini-Neptune,False,False,Nearby(<100pc),G-type(Sun-like),Medium(10-100d)
5152,1,1,0.279221,1.059,1.17,1216.0,0.0,,3247.0,0.293,0.269,,4.93,-0.32,20.5488,13.386,330.844543,67.4986773,Super-Earth,False,False,Nearby(<100pc),M-type(Red Dwarf),Ultra-Short(<1d)
5153,1,1,3.53269,13.78707,212.9461,1502.0,0.02,0.047,6000.0,1.24,1.46,3.0,4.5,-0.05,317.652,11.99,52.8180374,-23.8197924,Gas Giant,False,False,Mid(100-500pc),F-type,Short(1-10d)
5154,1,1,14200.0,1.09,1.32,,,10.1,,,0.59,,,,4300.0,,268.3560417,-29.64225,Super-Earth,False,False,Distant(2k+pc),Unknown,Very-Long(365d+)
5155,1,1,3.114905,13.024,,956.83,,,4925.0,0.736,0.958,,4.683,-0.107,442.813,14.492,128.0670932,11.6307099,Gas Giant,False,False,Mid(100-500pc),K-type,Short(1-10d)
5156,1,1,,12.8,1900.61387386,,,2.03,,,0.48,,,,6060.0,,263.4194167,-28.0914611,Gas Giant,False,False,Distant(2k+pc),Unknown,Unknown
5157,1,3,13.727,2.5,6.82,,0.0,0.09,3726.0,0.5,0.52,8.38,4.75,-0.13,18.1459,10.844,259.0020507,11.0561751,Mini-Neptune,False,True,Nearby(<100pc),K-type,Medium(10-100d)
5158,1,2,5.4122034,2.53,10.8,1418.0,0.02,0.06016,5933.0,1.026,0.991,4.27,4.43197,-0.09,459.223,12.981,287.8872376,46.2761224,Mini-Neptune,False,True,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
5159,1,2,7.12592,1.44,5.6,997.0,0.02,0.07229,5933.0,1.026,0.991,4.27,4.43197,-0.09,459.223,12.981,287.8872376,46.2761224,Super-Earth,False,True,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
5160,1,1,25.241192,10.9,152.0,451.0,0.192,0.16,4717.0,0.753,0.789,1.5,4.57,0.085,183.078,13.059,170.276336,-26.0666162,Gas Giant,False,False,Mid(100-500pc),K-type,Medium(10-100d)
5161,1,2,159.9,14.3,147.0,,0.0,0.61,5718.0,1.5566,1.1578,6.2,4.119,0.283,332.648,11.314,223.0926408,70.4765573,Super-Jupiter,False,True,Mid(100-500pc),G-type(Sun-like),Long(100-365d)
5162,1,1,,4.41,17.79839079,,,1.7,,,0.22,,,,7250.0,,271.6579583,-28.3323111,Neptune-like,False,False,Distant(2k+pc),Unknown,Unknown
5163,1,2,31.562,4.574,47.8,651.0,0.838,0.1974,5569.0,1.1,1.03,6.31,4.40025,0.19,185.875,11.64,284.4722473,39.911889,Neptune-like,False,True,Mid(100-500pc),G-type(Sun-like),Medium(10-100d)
5164,1,1,,4.59,19.06970442,,,1.96,,,0.32,,,,7180.0,,165.169375,-32.71425,Neptune-like,False,False,Distant(2k+pc),Unknown,Unknown
5165,1,1,,2.41,6.39,,,2.73,,,0.19,,,,7220.0,,265.3594583,-25.2812194,Mini-Neptune,False,False,Distant(2k+pc),Unknown,Unknown
5166,1,1,0.1120067,11.13051784,6356.56814,,,,15900.0,0.0131,0.61,,8.05,,201.827,18.0447,277.2031946,23.1439121,Gas Giant,False,False,Mid(100-500pc),B-type,Ultra-Short(<1d)
5167,1,1,,14.2,171.0,,,2.14,,,0.4,,,,8030.0,,264.4072083,-29.4612111,Gas Giant,False,False,Distant(2k+pc),Unknown,Unknown
5168,1,1,,12.1,6356.56814,,,1.16,,,0.11,,,,7130.0,,269.16525,-28.8549194,Gas Giant,False,False,Distant(2k+pc),Unknown,Unknown
5169,1,2,3.307441,1.32,2.08,584.0,0.032,0.0322,3392.0,0.41,0.408,,4.69,-0.02,31.0597,13.773,49.2626428,-42.2441492,Super-Earth,False,True,Nearby(<100pc),M-type(Red Dwarf),Short(1-10d)
5170,1,1,,13.7,381.3940884,,,2.0,,,0.28,,,,7300.0,,269.4846667,-27.7948611,Gas Giant,False,False,Distant(2k+pc),Unknown,Unknown
